titre,fin_semaine_1,boxoffice_1,boxoffice_2,film_id_allocine
Bridget Jones Baby,12/10/2016,632202,429503,170004
Le Cas Richard Jewell,26/02/2020,385394,243815,226927
Aladdin,29/05/2019,563243,569439,250865
Fantastic Mr. Fox,24/02/2010,128167,87683,114976
American Nightmare,14/08/2013,194147,102283,201653
Sicario,14/10/2015,178566,129993,228114
Milla,04/08/2021,12867,8078,275910
Aux yeux de tous,30/03/2016,15627,2234,186344
Harry Potter et la chambre des secrets,11/12/2002,2728766,1674775,41245
Jacky au Royaume des Filles,05/02/2014,78636,25244,208007
Le Fabuleux destin d'Amélie Poulain,02/05/2001,1185945,1196747,27063
10 jours sans maman,26/02/2020,541102,382293,273882
Hors contrôle,24/08/2016,128267,55622,234427
Moonfall,16/02/2022,207212,88635,248437
Mauvaise foi,13/12/2006,268690,144117,109177
Avant toi,29/06/2016,39325,39096,230327
Ferdinand,27/12/2017,455707,761388,190653
Avengers: Endgame,01/05/2019,3426471,1742338,232669
Sinister,14/11/2012,204017,94028,200962
The Score,15/08/2001,271668,195894,28235
Un jour sans fin,01/02/2021,85330,21515,8066
Top Gun,11/02/2013,1900000,,2133
Divertimento,01/02/2023,80541,58000,292559
Doctor Strange in the Multiverse of Madness,11/05/2022,1438287,614758,251390
Martyrs,10/09/2008,38236,,127913
Les Héritiers,10/12/2014,127352,97293,224589
The House That Jack Built,24/10/2018,24387,13329,245109
L'Etrange histoire de Benjamin Button,11/02/2009,826315,652219,57060
La Guerre des Mondes,13/07/2005,1700096,735319,56393
Mercenaire,12/10/2016,15229,9847,236237
Godland,28/12/2022,35205,25019,288665
Irréversible,29/05/2002,154912,140005,41769
Le Crime de l'Orient-Express,20/12/2017,351400,260506,225870
J’y crois encore,23/03/2020,9103614,,271592
Le Voyage de Chihiro,17/04/2002,311037,216694,37485
Au Revoir Là-haut,01/11/2017,550185,440023,230699
15 ans et demi,07/05/2008,157330,99414,128872
Nous trois ou rien,04/11/2015,3993,177896,230045
The Descent,19/10/2005,134383,105071,47101
S.O.S. Fantômes : L'Héritage,08/12/2021,280226,146379,269618
Man of Steel,26/06/2013,1054552,698201,123348
Kingsman : Services secrets,25/02/2015,566643,388753,198771
Minority Report,09/10/2002,1100206,760668,34917
Le Principal,17/05/2023,60604,33220,288272
Sex Friends,23/02/2011,395113,266581,185929
L'Astragale,15/04/2015,26412,13926,228375
Little Miss Sunshine,13/09/2006,101183,124185,109815
Missing : Disparition inquiétante,01/03/2023,53919,17835,276486
Million Dollar Baby,30/03/2005,774989,501807,56714
Saw,23/03/2005,215717,110790,57410
The Revenant,02/03/2016,1409177,984527,182266
Lost in Translation,14/01/2004,227258,220367,47395
Camping,03/05/2006,1879507,1139388,61577
Fast & Furious,03/10/2001,378261,268538,29173
Qu'est-ce qu'on a tous fait au Bon Dieu ?,13/04/2022,874683,461311,274484
Jurassic Park,08/04/2013,18620145,8861820,8488
Buzz l'éclair,29/06/2022,482715,464409,288842
En plein feu,15/03/2023,20637,7932,294308
Les Eternels,10/11/2021,775467,470598,136316
Midnight Meat Train,05/08/2009,21096,11071,130480
Pearl Harbor,13/06/2001,866919,569868,27417
Fast & Furious 9,21/07/2021,1301589,248852,221542
Killer Joe,12/09/2012,61091,39860,185536
La Piel que Habito,24/08/2011,210313,161907,124897
Que justice soit faite,29/12/2010,64020,58064,134690
Tout nous sépare,15/11/2017,101574,46023,247866
Tous en scène,01/02/2017,805197,628122,227066
Raya et le dernier dragon,08/03/2021,8600000,5500000,265028
Là-haut,05/08/2009,1301980,825909,130368
L'Amour c'est mieux à deux,12/05/2010,352354,347693,146954
Le Seigneur des anneaux : le retour du roi,24/12/2003,2935984,2110083,39187
Frontière(s),30/01/2008,54605,28009,110711
La Couleur des sentiments,26/10/2011,10624,279906,176673
Sherlock Holmes 2 : Jeu d'ombres,01/02/2012,981375,430057,173048
Le Daim,26/06/2019,94460,66476,261030
Bohemian Rhapsody,07/11/2018,1077661,722802,185719
Pupille,12/12/2018,263524,173848,257881
Le Roi Lion,18/04/2012,210904,171733,10862
Au nom de la terre,02/10/2019,471679,366063,268282
Invasion,24/10/2007,90547,51298,61764
Vous n'aurez pas ma haine,09/11/2022,9010,3419,270845
Punch-drunk love,29/01/2003,117685,83668,32282
Esther 2 : Les Origines,24/08/2022,140678,75093,287653
Drive My Car,25/08/2021,48971,41411,293106
Mon chien Stupide,06/11/2019,290256,122483,266043
Polisse,26/10/2011,636355,694267,181893
Belfast,09/03/2022,80551,52677,290640
L'Île aux chiens,18/04/2018,139267,68042,241680
Ce Qui Nous Lie,21/06/2017,189571,204671,241997
Very Bad Trip,01/07/2009,402973,390826,131394
Jeune & Jolie,28/08/2013,279414,161055,209525
Règle 34,14/06/2023,513,190,306168
Frère et soeur,25/05/2022,73784,69703,291947
Les Beaux Gosses,17/06/2009,278279,173809,136666
Cruella,30/06/2021,379133,570401,224395
Un monstre à Paris,19/10/2011,330502,424812,112337
La Passion du Christ,07/04/2004,613700,517717,47326
Fury,29/10/2014,339311,205408,218759
Miss Peregrine et les enfants particuliers,12/10/2016,754984,497437,194075
"Moi, Tonya",28/02/2018,71074,40589,246064
La Fracture,03/11/2021,114592,64411,285934
10 jours encore sans maman,19/04/2023,256753,205327,298509
Les Huit salopards,13/01/2016,759450,410791,225571
Le Visiteur du futur,14/09/2022,147188,83842,268603
Her,26/03/2014,158100,95368,206799
Problemos,17/05/2017,96600,51171,248226
Mamma Mia! Here We Go Again,01/08/2018,305753,183148,256399
Kaamelott – Premier volet,28/07/2021,1015247,517930,248191
Papillon,22/08/2018,45413,16379,241608
Free Guy,18/08/2021,174093,161540,251824
Baby Driver,26/07/2017,302528,198336,230453
"Playmobil, Le Film",14/08/2019,176947,100902,232949
Insaisissables,07/08/2013,961911,625131,182605
Plus que jamais,23/11/2022,21203,9422,291970
"Mon chat et moi, la grande aventure de Rroû",12/04/2023,45873,50077,291159
Mad Max: Fury Road,20/05/2015,905012,586046,125054
Les Autres,02/01/2002,434397,361886,26832
Les Gardiens de la Galaxie 2,03/05/2017,1401339,817941,226995
Le Marchand de sable,22/02/2023,10913,4446,286309
Nobody,09/06/2021,80440,41594,261793
Le premier jour du reste de ta vie,30/07/2008,190149,168670,127836
Twilight - Chapitre 1 : fascination,14/01/2009,755835,518877,131377
Mon père et moi,07/06/2023,25767,6594,292825
Insidious : Chapitre 3,15/07/2015,168325,111528,224037
Ghostland,21/03/2018,135274,59472,246532
La Nouvelle guerre des boutons,28/09/2011,521424,298622,188340
Room,16/03/2016,74270,50566,228263
Premières vacances,09/01/2019,187422,76945,260363
Super-héros malgré lui,09/02/2022,576138,482265,285884
Valérian et la Cité des mille planètes,02/08/2017,1640681,834744,237821
Sixième Sens,02/02/2000,806230,3200000,22092
Le Retour des hirondelles,15/02/2023,24402,24587,300250
J'accuse,20/11/2019,501228,385334,229982
Break,25/07/2018,85247,44295,254649
Adaline,27/04/2015,13203458,6203253,227851
King Guillaume,04/02/2009,141566,44199,135916
Les Cinq Diables,07/09/2022,32452,18285,281719
Divergente,16/04/2014,475291,357671,195022
Rumba la vie,31/08/2022,151081,76887,280743
Les rois mages,19/12/2001,645948,439938,35120
Le Pianiste,02/10/2002,379604,308163,28359
Shazam!,10/04/2019,442839,295463,126922
Jumeaux mais pas trop,05/10/2022,210444,112870,293584
The Innocents,16/02/2022,11449,6722,292222
Vanilla Sky,30/01/2002,603725,271151,29260
La Colline a des yeux,28/06/2006,269271,92405,61333
Les Miens,30/11/2022,98004,54022,290172
L'Auberge Espagnole,26/06/2002,508466,327972,33468
Un petit Miracle,01/02/2023,61510,37207,289452
Mary,20/09/2017,55647,27908,240263
Aquaman,26/12/2018,940003,1033477,208692
Le Vent se lève,30/08/2006,283003,192785,110201
Old,28/07/2021,105841,82103,274232
Nous Finirons Ensemble,08/05/2019,1261701,688852,261787
Le Grand jour du Lièvre,30/03/2022,9376,7531,299135
MILF,09/05/2018,72330,41894,210277
Brice de Nice,13/04/2005,1346829,942968,56143
Black Widow,21/07/2021,440689,129821,230783
Une fille facile,04/09/2019,45097,20615,266711
La Femme de Tchaïkovski,22/02/2023,79463,42143,302480
Life - Origine Inconnue,26/04/2017,222132,154231,244761
L'Appel de la forêt,26/02/2020,522494,435976,259759
La Rage au ventre,29/07/2015,233016,153925,189077
"Polina, Danser Sa Vie",23/11/2016,40168,23995,234760
Eté 85,22/07/2020,137684,76791,274837
Azur et Asmar,01/11/2006,430753,336108,57417
Bumblebee,02/01/2019,578223,332723,245072
Equalizer 2,22/08/2018,359680,196155,227364
Le Torrent,07/12/2022,153920,77678,286354
Juste ciel !,22/02/2023,61457,35868,288851
Le Monde est à toi,22/08/2018,155104,88726,255993
It Follows,11/02/2015,68385,41766,228463
Scandale,29/01/2020,205082,109035,268490
Les Visiteurs - La Révolution,13/04/2016,1150047,589431,221713
Brothers,10/02/2010,151186,95246,130950
Passengers,04/01/2017,586756,317285,220846
Robin des Bois,05/12/2018,197360,106966,235828
Blacklight,02/03/2022,83546,43827,292448
Trois Mille ans à t’attendre,31/08/2022,95617,49239,268966
L'Odyssée,19/10/2016,445363,344960,189535
Les Choristes,24/03/2004,786220,758137,50325
L'Ascension,01/02/2017,344858,247075,247045
Zootopie,24/02/2016,1556396,1028882,223207
Conjuring 3 : sous l'emprise du diable,16/06/2021,665476,409283,248235
Dragons,07/04/2010,674114,500198,123534
Pirates des Caraïbes : la Vengeance de Salazar,31/05/2017,1346594,908606,189525
Simetierre,17/04/2019,385254,184258,178703
John Wick Parabellum,29/05/2019,336599,195116,250861
La Momie,21/06/2017,474305,404826,207060
Decision To Leave,06/07/2022,103303,60344,287116
E.T. l'extra-terrestre,10/04/2002,181620,141452,29718
Blue Jean,26/04/2023,12376,6550,306743
Separation,03/05/2021,1831000,,268928
Apocalypto,17/01/2007,234693,128724,61676
RRR,28/03/2022,9500000,1613000,271212
Skyfall,31/10/2012,1839220,2186661,145646
J'ai rencontré le Diable,13/07/2011,11192,7203,185542
After - Chapitre 2,26/10/2020,420000,,274369
Séduis-moi si tu peux !,22/05/2019,122000,47775,254187
Nymphomaniac - Volume 2,05/02/2014,34065,17478,222021
Le Choc des Titans,14/04/2010,955263,464134,127950
Come Play,02/11/2020,3150000,1730175,286109
Seules Les Bêtes,11/12/2019,48306,30502,270615
Emma.,09/03/2020,4805785,1295215,269021
Baywatch - Alerte à Malibu,28/06/2017,620061,440684,89997
Mademoiselle,02/11/2016,13099,89343,231299
Black Swan,16/02/2011,714315,581402,125828
Ce que veulent les hommes,11/02/2019,18232087,10675205,260674
Gravity,30/10/2013,1493000,1037188,178496
Troie,19/05/2004,813201,715660,47357
Les Châtiments,25/04/2007,100375,54004,60049
Identity,01/10/2003,138606,17000000,42965
Wonder Woman,14/06/2017,755369,381190,173720
Cloud Atlas,20/03/2013,202952,106708,143067
La Chasse,21/11/2012,61747,33197,206432
Wall-E,06/08/2008,925900,596177,123734
Burn Out,10/01/2018,82758,40098,248764
Sept vies,21/01/2009,408748,266768,130769
Inu-Oh,30/11/2022,9716,4111,294777
Le Stratège,23/11/2011,77846,24386,140005
Les Jeunes amants,09/02/2022,152312,100077,283476
"OSS 117, Le Caire nid d'espions",26/04/2006,835334,581614,61099
Une virée en enfer,17/04/2002,118471,7300000,35146
Justice League,22/11/2017,834493,418969,126527
Gibraltar,18/09/2013,157787,73284,131253
Le Parfum : histoire d'un meurtrier,11/10/2006,305743,233310,55603
Night and Day,04/08/2010,664322,462882,145368
Detachment,08/02/2012,58554,45290,193427
American Sniper,25/02/2015,1083056,753043,208041
Brooklyn Affairs,11/12/2019,117270,80326,138087
The Witch,22/06/2016,58580,47083,233854
La Route,09/12/2009,197280,126363,127661
Une merveilleuse histoire du temps,28/01/2015,97907,56094,222221
Pacific Rim Uprising,28/03/2018,331767,172647,216485
Pattie et la colère de Poséidon,01/02/2023,210409,95427,285167
A propos de Joan,21/09/2022,10441,4865,279601
Opération Portugal,30/06/2021,147706,197857,276680
Grave,22/03/2017,62340,30669,244414
A Cure for Life,22/02/2017,152375,54110,232128
Vesper Chronicles,24/08/2022,76366,36552,291598
L'Envol,18/01/2023,14978,6069,291948
"Va, vis et deviens",06/04/2005,67555,77474,109342
Mon Ket,06/06/2018,139186,74989,247834
"Avalonia, l'étrange voyage",28/11/2022,12151384,5085335,263066
Délicieux,15/09/2021,130477,80734,26781
Douleur et gloire,22/05/2019,237771,205379,264147
De l'autre côté du lit,14/01/2009,517597,426309,134189
Désigné Coupable,21/07/2021,148446,61155,278650
La Croisière,27/04/2011,250724,189793,183425
Boulevard de la mort - un film Grindhouse,13/06/2007,224340,132228,108247
Assassin's Creed,28/12/2016,881017,503600,198730
Le Secret de Brokeback Mountain,25/01/2006,277516,228016,54989
La Vie rêvée de Walter Mitty,08/01/2014,427049,209984,206710
Frances Ha,10/07/2013,56547,39461,211250
Chambre 1408,23/01/2008,162862,106527,111138
Permis de construire,16/03/2022,211995,201354,42303
16 ans,11/01/2023,41119,14178,285887
La Belle et la Bête,29/03/2017,1281588,702835,228322
La Tour,15/02/2023,20558,8578,288739
She Will,07/12/2022,554,24,293556
La Tour Montparnasse infernale,04/04/2001,758991,480402,27438
Les Tuche,06/07/2011,354177,318696,141890
Les Vedettes,16/02/2022,179006,97762,286217
Le Petit Nicolas - Qu’est-ce qu’on attend pour être heureux ?,19/10/2022,75050,61466,270135
Et l'amour dans tout ça ?,15/03/2023,30113,16859,287668
Blood Father,07/09/2016,116159,50000,228047
"Mange, prie, aime",29/09/2010,288645,179978,121807
OSS 117: Alerte rouge en Afrique noire,11/08/2021,685878,296478,262383
Jumanji : Bienvenue dans la jungle,27/12/2017,623931,982523,210318
Les Animaux Fantastiques : les Secrets de Dumbledore,20/04/2022,1132062,719811,228087
Le Vent se lève,29/01/2014,258144,177901,197176
Terminator: Dark Fate,30/10/2019,449453,273944,146552
Un Homme d'exception,20/02/2002,215506,164006,28384
Trois nuits par semaine,16/11/2022,15360,6862,285271
Memory,02/05/2022,3100000,1220000,232918
Une nuit,11/01/2012,137982,51537,190093
Anna,17/07/2019,280773,155399,259650
Amants super-héroïques,10/08/2022,5141,2101,299506
Lord of War,11/01/2006,467953,274812,54676
Goodbye,25/01/2023,5279,1423,294306
K.O.,28/06/2017,93920,51440,250331
Les Olympiades,10/11/2021,81883,51978,285885
Pauline détective,10/10/2012,63810,29386,174987
Les Nouveaux sauvages,21/01/2015,160365,97658,221270
Rubber,17/11/2010,19555,11414,179625
Comme des frères,28/11/2012,154012,94223,196809
La Tête haute,20/05/2015,250271,164866,224999
127 heures,02/03/2011,205262,90111,174939
Une histoire d’amour,19/04/2023,36528,13385,291946
Phénomènes,18/06/2008,596557,251570,126871
Ce que le jour doit à la nuit,12/09/2012,6089,105783,143611
Le Discours d'un roi,09/02/2011,494161,508512,175305
Sunshine,18/04/2007,199823,88836,61262
Apocalypse Now Final Cut,16/05/2001,20537,20197,27061
Barbecue,07/05/2014,647797,431360,222422
Les Survivants,11/01/2023,38064,20398,264704
Hatchi,16/06/2010,95198,53537,128959
The Greatest Showman,31/01/2018,230190,157560,170828
Le Château ambulant,19/01/2005,345633,299165,50409
The Deep House,07/07/2021,150204,16210,279736
Vivarium,18/03/2020,15510,5369,256558
Transformers: The Last Knight,05/07/2017,810533,319648,198592
300,28/03/2007,802975,401596,57529
Enemy,03/09/2014,99480,47698,205131
Nostalgia,11/01/2023,66577,41929,303339
Notre tout petit petit mariage,03/05/2023,178545,88376,306416
Pacific Rim,24/07/2013,510094,254595,191289
"Saules aveugles, femme endormie",29/03/2023,4758,1813,269783
La Dégustation,07/09/2022,110323,66930,290998
Casino Royale,29/11/2006,1260348,715873,58525
Le Grand Bain,31/10/2018,1527394,1046236,235582
Alabama Monroe,28/08/2013,4148,39955,216955
"Arthur, malédiction",06/07/2022,121393,49397,302103
The Card Counter,05/01/2022,29051,19527,278524
Sonic 2 le film,06/04/2022,749372,403586,281203
Je suis une légende,26/12/2007,1096518,920126,105557
Titina,15/02/2023,7248,10702,302493
Le Château dans le ciel,22/01/2003,227573,179885,40133
La Forme de l'eau - The Shape of Water,28/02/2018,334932,258270,246009
Babysitting 2,09/12/2015,801212,494361,232321
Kill Bill: Volume 1,03/12/2003,651264,370234,28541
Alceste à bicyclette,23/01/2013,301129,282452,204773
Hippocrate,10/09/2014,238994,189924,216480
Du sang et des larmes,08/01/2014,127476,55873,130593
"Love, et autres drogues",05/01/2011,277687,177523,147203
Pirates des Caraïbes : le Secret du Coffre Maudit,09/08/2006,2708112,1413059,57138
Seul sur Mars,28/10/2015,1101028,601715,221524
Zodiac,23/05/2007,462343,271074,59320
Burn After Reading,17/12/2008,444259,321263,122744
Chamboultout,10/04/2019,324388,193746,264918
Hawaii,17/05/2023,71825,35245,292179
Pattaya,02/03/2016,935495,441387,227369
Manchester By the Sea,21/12/2016,108185,59459,231408
Astérix aux Jeux Olympiques,06/02/2008,3007811,1393123,61259
Sur la piste du Marsupilami,11/04/2012,1728270,1288098,174738
Hostel,08/03/2006,125609,60889,108925
Ninja Turtles,15/10/2014,43742,635716,170209
Transformers : l'âge de l'extinction,23/07/2014,1215124,529588,195228
Tomb Raider,21/03/2018,667523,268497,142913
La Faille,16/05/2007,327920,286096,112274
Morbius,06/04/2022,403848,172725,260627
Deadpool,17/02/2016,1575661,948908,146349
Shang-Chi et la Légende des Dix Anneaux,08/09/2021,481173,314051,270144
Les Cadors,18/01/2023,51550,17606,294311
2 coeurs,19/10/2020,565000,,283597
Retour à Séoul,01/02/2023,44535,27693,279458
Spider-Man: Homecoming,19/07/2017,981189,568793,209778
Ma vie pour la tienne,16/09/2009,60907,29749,130304
Ratatouille,08/08/2007,1951074,1401003,46211
Scooby !,15/07/2020,191223,152384,223543
Annihilation,26/02/2018,11071584,5607902,232771
Super 8,10/08/2011,734715,299794,181541
Captain Marvel,13/03/2019,1254628,882443,141110
Les Souvenirs,21/01/2015,338176,213225,224285
Le Chaos,06/10/2014,6300147,2909000,199079
Ecrire pour exister,21/03/2007,163878,62279,60975
John Wick 2,01/03/2017,201953,84932,235341
The Tourist,22/12/2010,316258,206976,138752
Boyhood,30/07/2014,70138,49370,226260
Night Call,03/12/2014,187627,97099,222858
Paint,10/04/2023,570512,,292161
Les Crimes du Futur,01/06/2022,52886,28591,292500
Ça : Chapitre 2,18/09/2019,635024,340000,208633
Ocean's Eleven,13/02/2002,1502148,1155095,26857
Flight,20/02/2013,274127,160669,193101
Quand tu seras grand,03/05/2023,60109,30898,292521
Dogman,18/07/2018,50241,39887,255466
